file,n_probe,rank_r,layer_group,seed,layer_used,heldout_lang_acc,complement_acc,principal_angle_median_cos,predicate_pass
results/m1/n50_r16_all_non_upper_s44.npz,50,16,all_non_upper,44,14,0.7727272727272727,0.7818181818181817,0.11835207790136337,False
results/m1/n50_r16_early_s42.npz,50,16,early,42,6,0.9227272727272726,0.818181818181818,0.11044175177812576,False
results/m1/n50_r16_early_s43.npz,50,16,early,43,6,0.9409090909090909,0.8136363636363636,0.11934931576251984,False
results/m1/n50_r16_early_s44.npz,50,16,early,44,6,0.9045454545454544,0.7818181818181817,0.10549913346767426,False
results/m1/n50_r16_mid_s42.npz,50,16,mid,42,18,0.7363636363636363,0.740909090909091,0.13534437119960785,False
results/m1/n50_r16_mid_s43.npz,50,16,mid,43,18,0.8,0.7136363636363636,0.14027301967144012,False
results/m1/n50_r16_mid_s44.npz,50,16,mid,44,18,0.7318181818181819,0.7363636363636363,0.12351389229297638,False
results/m1/n50_r1_all_non_upper_s42.npz,50,1,all_non_upper,42,14,0.17272727272727273,0.9227272727272727,0.35064709186553955,False
results/m1/n50_r1_all_non_upper_s43.npz,50,1,all_non_upper,43,14,0.17727272727272728,0.9045454545454544,0.2558455765247345,False
results/m1/n50_r1_all_non_upper_s44.npz,50,1,all_non_upper,44,14,0.17272727272727273,0.8909090909090908,0.23589667677879333,False
results/m1/n50_r1_early_s42.npz,50,1,early,42,6,0.18181818181818182,0.9772727272727273,0.25736409425735474,False
results/m1/n50_r1_early_s43.npz,50,1,early,43,6,0.17727272727272728,0.959090909090909,0.06689807772636414,False
results/m1/n50_r1_early_s44.npz,50,1,early,44,6,0.18181818181818182,0.95,0.07739425450563431,False
results/m1/n50_r1_mid_s42.npz,50,1,mid,42,18,0.16818181818181818,0.8999999999999999,0.30864188075065613,False
results/m1/n50_r1_mid_s43.npz,50,1,mid,43,18,0.17727272727272728,0.859090909090909,0.2749766409397125,False
results/m1/n50_r1_mid_s44.npz,50,1,mid,44,18,0.17727272727272728,0.8727272727272727,0.16657215356826782,False
results/m1/n50_r2_all_non_upper_s42.npz,50,2,all_non_upper,42,14,0.23636363636363636,0.9045454545454544,0.17288905382156372,False
results/m1/n50_r2_all_non_upper_s43.npz,50,2,all_non_upper,43,14,0.25,0.8863636363636362,0.12987132370471954,False
results/m1/n50_r2_all_non_upper_s44.npz,50,2,all_non_upper,44,14,0.36818181818181817,0.868181818181818,0.1496729850769043,False
results/m1/n50_r2_early_s42.npz,50,2,early,42,6,0.3136363636363636,0.9545454545454546,0.11632895469665527,False
results/m1/n50_r2_early_s43.npz,50,2,early,43,6,0.2863636363636364,0.9363636363636363,0.07256489247083664,False
results/m1/n50_r2_early_s44.npz,50,2,early,44,6,0.2590909090909091,0.9181818181818181,0.06342004984617233,False
results/m1/n50_r2_mid_s42.npz,50,2,mid,42,18,0.22272727272727275,0.8863636363636364,0.13822214305400848,False
results/m1/n50_r2_mid_s43.npz,50,2,mid,43,18,0.2636363636363636,0.8363636363636363,0.0917716771364212,False
results/m1/n50_r2_mid_s44.npz,50,2,mid,44,18,0.3727272727272727,0.85,0.08888395130634308,False
results/m1/n50_r32_all_non_upper_s42.npz,50,32,all_non_upper,42,14,0.8,0.7045454545454546,0.13761277496814728,False
results/m1/n50_r32_all_non_upper_s43.npz,50,32,all_non_upper,43,14,0.8181818181818182,0.75,0.1123868077993393,False
results/m1/n50_r32_all_non_upper_s44.npz,50,32,all_non_upper,44,14,0.7727272727272727,0.7818181818181817,0.11690269410610199,False
results/m1/n50_r32_early_s42.npz,50,32,early,42,6,0.9227272727272726,0.818181818181818,0.10694621503353119,False
results/m1/n50_r32_early_s43.npz,50,32,early,43,6,0.9409090909090909,0.8136363636363636,0.13531789183616638,False
results/m1/n50_r32_early_s44.npz,50,32,early,44,6,0.9045454545454544,0.7818181818181817,0.12277421355247498,False
results/m1/n50_r32_mid_s42.npz,50,32,mid,42,18,0.7363636363636363,0.740909090909091,0.136811763048172,False
results/m1/n50_r32_mid_s43.npz,50,32,mid,43,18,0.8,0.7136363636363636,0.11549100279808044,False
results/m1/n50_r32_mid_s44.npz,50,32,mid,44,18,0.7318181818181819,0.7363636363636363,0.1452164649963379,False
results/m1/n50_r4_all_non_upper_s42.npz,50,4,all_non_upper,42,14,0.4772727272727273,0.8818181818181817,0.14012902975082397,False
results/m1/n50_r4_all_non_upper_s43.npz,50,4,all_non_upper,43,14,0.4727272727272727,0.8545454545454546,0.12454648315906525,False
results/m1/n50_r4_all_non_upper_s44.npz,50,4,all_non_upper,44,14,0.4636363636363637,0.8545454545454546,0.13401201367378235,False
results/m1/n50_r4_early_s42.npz,50,4,early,42,6,0.43636363636363634,0.9409090909090909,0.0612376406788826,False
results/m1/n50_r4_early_s43.npz,50,4,early,43,6,0.509090909090909,0.9363636363636363,0.11087971925735474,False
results/m1/n50_r4_early_s44.npz,50,4,early,44,6,0.45909090909090905,0.9136363636363637,0.10384964942932129,False
results/m1/n50_r4_mid_s42.npz,50,4,mid,42,18,0.40454545454545454,0.8727272727272727,0.13472047448158264,False
results/m1/n50_r4_mid_s43.npz,50,4,mid,43,18,0.4454545454545455,0.8181818181818182,0.12440647929906845,False
results/m1/n50_r4_mid_s44.npz,50,4,mid,44,18,0.38181818181818183,0.8227272727272728,0.12964625656604767,False
results/m1/n50_r8_all_non_upper_s42.npz,50,8,all_non_upper,42,14,0.7590909090909093,0.7727272727272727,0.11044158041477203,False
results/m1/n50_r8_all_non_upper_s43.npz,50,8,all_non_upper,43,14,0.6909090909090909,0.7863636363636364,0.14043490588665009,False
results/m1/n50_r8_all_non_upper_s44.npz,50,8,all_non_upper,44,14,0.6772727272727272,0.7954545454545454,0.12477687746286392,False
results/m1/n50_r8_early_s42.npz,50,8,early,42,6,0.8318181818181819,0.868181818181818,0.08077417314052582,False
results/m1/n50_r8_early_s43.npz,50,8,early,43,6,0.7954545454545454,0.8863636363636364,0.07700508832931519,False
results/m1/n50_r8_early_s44.npz,50,8,early,44,6,0.7545454545454546,0.8545454545454546,0.10665528476238251,False
results/m1/n50_r8_mid_s42.npz,50,8,mid,42,18,0.6454545454545454,0.790909090909091,0.1071261391043663,False
results/m1/n50_r8_mid_s43.npz,50,8,mid,43,18,0.6772727272727272,0.759090909090909,0.1415451020002365,False
results/m1/n50_r8_mid_s44.npz,50,8,mid,44,18,0.6772727272727272,0.7545454545454546,0.13063374161720276,False
